ENSEGOT00005000002.1	MTRR
ENSEGOT00005000836.1	TSHR
ENSEGOT00005000837.1	CEP128
ENSEGOT00005000838.1	CEP128
ENSEGOT00005000839.1	DIO2
ENSEGOT00005000840.1	NRXN3
ENSEGOT00005000842.1	NRXN3
ENSEGOT00005000843.1	NRXN3
ENSEGOT00005000844.1	NRXN3
ENSEGOT00005000848.1	ADCK1
ENSEGOT00005000852.1	KPNA5
ENSEGOT00005000857.1	SNW1
ENSEGOT00005000855.1	KLF10
ENSEGOT00005000856.1	AZIN1
ENSEGOT00005000858.1	ATP6V1C1
ENSEGOT00005000859.1	SLIRP
ENSEGOT00005000860.1	FAM162B
ENSEGOT00005000862.1	ALKBH1
ENSEGOT00005000861.1	BAALC
ENSEGOT00005000863.1	FZD6
ENSEGOT00005000866.1	GPRC6A
ENSEGOT00005000864.1	CTHRC1
ENSEGOT00005000865.1	SLC25A32
ENSEGOT00005000867.1	DCAF13
ENSEGOT00005000869.1	SPTLC2
ENSEGOT00005000871.1	SPTLC2
ENSEGOT00005000872.1	SPTLC2
ENSEGOT00005000873.1	SPTLC2
ENSEGOT00005000868.1	RIMS2
ENSEGOT00005000870.1	RIMS2
ENSEGOT00005000874.1	RIMS2
ENSEGOT00005000875.1	ISM2
ENSEGOT00005000881.1	RFX6
ENSEGOT00005000876.1	DCSTAMP
ENSEGOT00005000877.1	AHSA1
ENSEGOT00005000878.1	VIPAS39
ENSEGOT00005000879.1	VIPAS39
ENSEGOT00005000883.1	DPYS
ENSEGOT00005000884.1	DPYS
ENSEGOT00005000885.1	DPYS
ENSEGOT00005000880.1	TMED8
ENSEGOT00005000886.1	GSTZ1
ENSEGOT00005000887.1	GSTZ1
ENSEGOT00005000889.1	GSTZ1
ENSEGOT00005000888.1	LRP12
ENSEGOT00005000890.1	LRP12
ENSEGOT00005000891.1	ZFPM2
ENSEGOT00005000892.1	POMT2
ENSEGOT00005000893.1	POMT2
ENSEGOT00005000894.1	VGLL2
ENSEGOT00005000895.1	VGLL2
ENSEGOT00005000896.1	NGB
ENSEGOT00005000897.1	TMEM63C
ENSEGOT00005000898.1	ZDHHC22
ENSEGOT00005000899.1	CIPC
ENSEGOT00005000901.1	IRF2BP2
ENSEGOT00005000906.1	ANGEL1
ENSEGOT00005000907.1	VASH1
ENSEGOT00005000908.1	GPATCH2L
ENSEGOT00005000913.1	ROS1
ENSEGOT00005000909.1	GPATCH2L
ENSEGOT00005000910.1	GPATCH2L
ENSEGOT00005000911.1	IFT43
ENSEGOT00005000912.1	TGFB3
ENSEGOT00005000914.1	TTLL5
ENSEGOT00005000915.1	ERG28
ENSEGOT00005000917.1	DCBLD1
ENSEGOT00005000916.1	FLVCR1
ENSEGOT00005000919.1	BATF
ENSEGOT00005000920.1	BATF
ENSEGOT00005000922.1	GOPC
ENSEGOT00005000921.1	TMED10
ENSEGOT00005000923.1	NEK9
ENSEGOT00005000925.1	ACYP1
ENSEGOT00005000926.1	MLH3
ENSEGOT00005000927.1	EIF2B2
ENSEGOT00005000928.1	PGF
ENSEGOT00005000929.1	RPS6KL1
ENSEGOT00005000931.1	DLST
ENSEGOT00005000932.1	PROX2
ENSEGOT00005000933.1	YLPM1
ENSEGOT00005000934.1	YLPM1
ENSEGOT00005000935.1	FCF1
ENSEGOT00005000962.1	OXR1
ENSEGOT00005000964.1	OXR1
ENSEGOT00005000965.1	OXR1
ENSEGOT00005000966.1	OXR1
ENSEGOT00005000967.1	OXR1
ENSEGOT00005000968.1	OXR1
ENSEGOT00005000969.1	OXR1
ENSEGOT00005000936.1	AREL1
ENSEGOT00005000938.1	AREL1
ENSEGOT00005000939.1	NUS1
ENSEGOT00005000940.1	LTBP2
ENSEGOT00005000942.1	LTBP2
ENSEGOT00005000941.1	SLC35F1
ENSEGOT00005000943.1	NPC2
ENSEGOT00005000944.1	ISCA2
ENSEGOT00005000945.1	ISCA2
ENSEGOT00005000946.1	ISCA2
ENSEGOT00005000947.1	SYNDIG1L
ENSEGOT00005000948.1	ABCD4
ENSEGOT00005000949.1	ABCD4
ENSEGOT00005000951.1	ABCD4
ENSEGOT00005000952.1	ABCD4
ENSEGOT00005000950.1	CEP85L
ENSEGOT00005000953.1	VSX2
ENSEGOT00005000954.1	LIN52
ENSEGOT00005000955.1	MCM9
ENSEGOT00005000956.1	ASF1A
ENSEGOT00005000957.1	ALDH6A1
ENSEGOT00005000958.1	ALDH6A1
ENSEGOT00005000959.1	ALDH6A1
ENSEGOT00005000960.1	ALDH6A1
ENSEGOT00005000961.1	ALDH6A1
ENSEGOT00005000963.1	ENTPD5
ENSEGOT00005000970.1	FAM184A
ENSEGOT00005000978.1	FAM184A
ENSEGOT00005000986.1	FAM184A
ENSEGOT00005000971.1	ABRA
ENSEGOT00005000973.1	COQ6
ENSEGOT00005000974.1	COQ6
ENSEGOT00005000975.1	COQ6
ENSEGOT00005000976.1	COQ6
ENSEGOT00005000972.1	ABRA
ENSEGOT00005000977.1	ANGPT1
ENSEGOT00005000979.1	FAM161B
ENSEGOT00005000980.1	RSPO2
ENSEGOT00005000981.1	ZNF410
ENSEGOT00005000982.1	EIF3E
ENSEGOT00005000983.1	FBXO33
ENSEGOT00005000984.1	MIA2
ENSEGOT00005000987.1	MIA2
ENSEGOT00005000985.1	EMC2
ENSEGOT00005000988.1	TMEM74
ENSEGOT00005000990.1	TRHR
ENSEGOT00005000991.1	PNN
ENSEGOT00005000992.1	PNN
ENSEGOT00005000993.1	TRAPPC6B
ENSEGOT00005000994.1	GEMIN2
ENSEGOT00005000995.1	SEC23A
ENSEGOT00005000999.1	SSTR1
ENSEGOT00005001000.1	FOXA1
ENSEGOT00005001001.1	MIPOL1
ENSEGOT00005001002.1	SLC25A21
ENSEGOT00005001003.1	PAX9
ENSEGOT00005001005.1	NKX2-8
ENSEGOT00005001006.1	NKX2-1
ENSEGOT00005001007.1	MBIP
ENSEGOT00005001008.1	BRMS1L
ENSEGOT00005001009.1	RALGAPA1
ENSEGOT00005001010.1	RALGAPA1
ENSEGOT00005001011.1	RALGAPA1
ENSEGOT00005001026.1	MAN1A1
ENSEGOT00005001029.1	MAN1A1
ENSEGOT00005001012.1	INSM2
ENSEGOT00005001013.1	NFKBIA
ENSEGOT00005001014.1	PSMA6
ENSEGOT00005001015.1	PRORP
ENSEGOT00005001016.1	PPP2R3C
ENSEGOT00005001017.1	FAM177A1
ENSEGOT00005001018.1	SRP54
ENSEGOT00005001020.1	BAZ1A
ENSEGOT00005001021.1	BAZ1A
ENSEGOT00005001023.1	CFL2
ENSEGOT00005001024.1	SNX6
ENSEGOT00005001025.1	SNX6
ENSEGOT00005001027.1	EAPP
ENSEGOT00005001030.1	EGLN3
ENSEGOT00005001031.1	NPAS3
ENSEGOT00005001032.1	NPAS3
ENSEGOT00005001033.1	NPAS3
ENSEGOT00005001034.1	TBC1D32
ENSEGOT00005001035.1	AKAP6
ENSEGOT00005001036.1	AKAP6
ENSEGOT00005001037.1	AKAP6
ENSEGOT00005001038.1	ARHGAP5
ENSEGOT00005001039.1	NUBPL
ENSEGOT00005001040.1	NUBPL
ENSEGOT00005001041.1	NUBPL
ENSEGOT00005001042.1	DTD2
ENSEGOT00005001043.1	DTD2
ENSEGOT00005001044.1	DTD2
ENSEGOT00005001045.1	HEATR5A
ENSEGOT00005001046.1	HEATR5A
ENSEGOT00005001047.1	GJA1
ENSEGOT00005001061.1	HECTD1
ENSEGOT00005001056.1	HSF2
ENSEGOT00005001057.1	SERINC1
ENSEGOT00005001058.1	PKIB
ENSEGOT00005001059.1	FABP7
ENSEGOT00005001060.1	FABP7
ENSEGOT00005001062.1	AP4S1
ENSEGOT00005001063.1	SMPDL3A
ENSEGOT00005001064.1	STRN3
ENSEGOT00005001065.1	STRN3
ENSEGOT00005001066.1	STRN3
ENSEGOT00005001067.1	COCH
ENSEGOT00005001068.1	CLVS2
ENSEGOT00005001069.1	SCFD1
ENSEGOT00005001072.1	G2E3
ENSEGOT00005001074.1	PRKD1
ENSEGOT00005001075.1	NKAIN2
ENSEGOT00005001076.1	NOVA1
ENSEGOT00005001077.1	STXBP6
ENSEGOT00005001079.1	NKAIN2
ENSEGOT00005001078.1	GJD2
ENSEGOT00005001080.1	ACTC1
ENSEGOT00005001081.1	AQR
ENSEGOT00005001082.1	YY1
ENSEGOT00005001083.1	DPH6
ENSEGOT00005001084.1	RNF217
ENSEGOT00005001088.1	RNF217
ENSEGOT00005001085.1	LOC100224784
ENSEGOT00005001086.1	CDIN1
ENSEGOT00005001089.1	MEIS2
ENSEGOT00005001091.1	SPRED1
ENSEGOT00005001092.1	SPRED1
ENSEGOT00005001093.1	FAM98B
ENSEGOT00005001094.1	RASGRP1
ENSEGOT00005001095.1	NUDCD1
ENSEGOT00005001096.1	TPD52L1
ENSEGOT00005001097.1	ENY2
ENSEGOT00005001098.1	LOC100225836
ENSEGOT00005001099.1	LOC100225836
ENSEGOT00005001100.1	EBAG9
ENSEGOT00005001101.1	SCG5
ENSEGOT00005001103.1	SYBU
ENSEGOT00005001104.1	KCNV1
ENSEGOT00005001105.1	FMN1
ENSEGOT00005001106.1	HDDC2
ENSEGOT00005001108.1	CSMD3
ENSEGOT00005001109.1	CSMD3
ENSEGOT00005001110.1	CSMD3
ENSEGOT00005001111.1	CSMD3
ENSEGOT00005001112.1	HEY2
ENSEGOT00005001113.1	TRPS1
ENSEGOT00005001114.1	TRPS1
ENSEGOT00005001119.1	EIF3H
ENSEGOT00005001122.1	NCOA7
ENSEGOT00005001124.1	NCOA7
ENSEGOT00005001121.1	UTP23
ENSEGOT00005001123.1	RAD21
ENSEGOT00005001125.1	SLC30A8
ENSEGOT00005001126.1	SLC30A8
ENSEGOT00005001127.1	SLC30A8
ENSEGOT00005001128.1	MED30
ENSEGOT00005001129.1	EXT1
ENSEGOT00005001131.1	EXT1
ENSEGOT00005001132.1	SAMD12
ENSEGOT00005001133.1	NCOA7
ENSEGOT00005001135.1	TNFRSF11B
ENSEGOT00005001136.1	COLEC10
ENSEGOT00005001137.1	MAL2
ENSEGOT00005001139.1	CCN3
ENSEGOT00005001141.1	ENPP2
ENSEGOT00005001142.1	ENPP2
ENSEGOT00005001143.1	TAF2
ENSEGOT00005001145.1	TAF2
ENSEGOT00005001144.1	TRMT11
ENSEGOT00005001146.1	DSCC1
ENSEGOT00005001147.1	DEPTOR
ENSEGOT00005001149.1	CENPW
ENSEGOT00005001150.1	COL14A1
ENSEGOT00005001151.1	COL14A1
ENSEGOT00005001153.1	COL14A1
ENSEGOT00005001152.1	RSPO3
ENSEGOT00005001154.1	MRPL13
ENSEGOT00005001155.1	RNF146
ENSEGOT00005001156.1	MTBP
ENSEGOT00005001159.1	ECHDC1
ENSEGOT00005001157.1	SNTB1
ENSEGOT00005001160.1	HAS2
ENSEGOT00005001164.1	ZHX2
ENSEGOT00005001165.1	DERL1
ENSEGOT00005001166.1	TBC1D31
ENSEGOT00005001167.1	TBC1D31
ENSEGOT00005001168.1	MTCL3
ENSEGOT00005001169.1	FAM83A
ENSEGOT00005001170.1	C8orf76
ENSEGOT00005001171.1	ZHX1
ENSEGOT00005001173.1	ATAD2
ENSEGOT00005001174.1	NTAQ1
ENSEGOT00005001175.1	FBXO32
ENSEGOT00005001176.1	FBXO32
ENSEGOT00005001178.1	MTCL3
ENSEGOT00005001177.1	KLHL38
ENSEGOT00005001179.1	C6orf58
ENSEGOT00005001241.1	RYR2
ENSEGOT00005001243.1	RYR2
ENSEGOT00005001245.1	RYR2
ENSEGOT00005001247.1	RYR2
ENSEGOT00005001249.1	RYR2
ENSEGOT00005001250.1	RYR2
ENSEGOT00005001252.1	RYR2
ENSEGOT00005001180.1	ANXA13
ENSEGOT00005001182.1	ANXA13
ENSEGOT00005001183.1	ANXA13
ENSEGOT00005001184.1	ANXA13
ENSEGOT00005001185.1	ANXA13
ENSEGOT00005001186.1	ANXA13
ENSEGOT00005001181.1	THEMIS
ENSEGOT00005001187.1	THEMIS
ENSEGOT00005001188.1	FAM91A1
ENSEGOT00005001189.1	FER1L6
ENSEGOT00005001190.1	TMEM65
ENSEGOT00005001191.1	TMEM65
ENSEGOT00005001192.1	TMEM65
ENSEGOT00005001193.1	TMEM65
ENSEGOT00005001197.1	PTPRK
ENSEGOT00005001204.1	PTPRK
ENSEGOT00005001194.1	RNF139
ENSEGOT00005001195.1	TATDN1
ENSEGOT00005001198.1	MTSS1
ENSEGOT00005001199.1	MTSS1
ENSEGOT00005001200.1	MTSS1
ENSEGOT00005001201.1	MTSS1
ENSEGOT00005001202.1	SQLE
ENSEGOT00005001203.1	WASHC5
ENSEGOT00005001205.1	NSMCE2
ENSEGOT00005001206.1	TRIB1
ENSEGOT00005001208.1	LRATD2
ENSEGOT00005001214.1	MYC
ENSEGOT00005001225.1	LOC100223745
ENSEGOT00005001222.1	CYRIB
ENSEGOT00005001226.1	ASAP1
ENSEGOT00005001227.1	ADCY8
ENSEGOT00005001228.1	ADCY8
ENSEGOT00005001229.1	EFR3A
ENSEGOT00005001230.1	OC90
ENSEGOT00005001231.1	HHLA1
ENSEGOT00005001232.1	KCNQ3
ENSEGOT00005001233.1	KCNQ3
ENSEGOT00005001236.1	LAMA2
ENSEGOT00005001246.1	LAMA2
ENSEGOT00005001234.1	DNAAF11
ENSEGOT00005001235.1	TMEM71
ENSEGOT00005001237.1	PHF20L1
ENSEGOT00005001238.1	PHF20L1
ENSEGOT00005001239.1	PHF20L1
ENSEGOT00005001240.1	TG
ENSEGOT00005001242.1	SLA
ENSEGOT00005001244.1	CCN4
ENSEGOT00005001248.1	NDRG1
ENSEGOT00005001253.1	ST3GAL1
ENSEGOT00005001255.1	AVEN
ENSEGOT00005001256.1	CHRM5
ENSEGOT00005001259.1	ZFAT
ENSEGOT00005001260.1	KATNBL1
ENSEGOT00005001262.1	KHDRBS3
ENSEGOT00005001263.1	THBS1
ENSEGOT00005001264.1	FAM135B
ENSEGOT00005001265.1	FSIP1
ENSEGOT00005001266.1	FSIP1
ENSEGOT00005001269.1	GPR176
ENSEGOT00005001270.1	COL22A1
ENSEGOT00005001271.1	COL22A1
ENSEGOT00005001272.1	KCNK9
ENSEGOT00005001273.1	ARHGAP18
ENSEGOT00005001274.1	TRAPPC9
ENSEGOT00005001275.1	TRAPPC9
ENSEGOT00005001276.1	TRAPPC9
ENSEGOT00005001277.1	AGO2
ENSEGOT00005001279.1	RPLP1
ENSEGOT00005001281.1	PTK2
ENSEGOT00005001299.1	EIF2AK4
ENSEGOT00005001301.1	EIF2AK4
ENSEGOT00005001302.1	EIF2AK4
ENSEGOT00005001304.1	EIF2AK4
ENSEGOT00005001282.1	DENND3
ENSEGOT00005001284.1	L3MBTL3
ENSEGOT00005001286.1	L3MBTL3
ENSEGOT00005001283.1	SLC45A4
ENSEGOT00005001285.1	GPR20
ENSEGOT00005001287.1	PTP4A3
ENSEGOT00005001288.1	TSNARE1
ENSEGOT00005001289.1	ADGRB1
ENSEGOT00005001290.1	ADGRB1
ENSEGOT00005001291.1	SAMD3
ENSEGOT00005001292.1	ADGRB1
ENSEGOT00005001294.1	ADGRB1
ENSEGOT00005001296.1	TMEM200A
ENSEGOT00005001297.1	ARC
ENSEGOT00005001298.1	PSCA
ENSEGOT00005001306.1	LOC100190151
ENSEGOT00005001309.1	LOC100190135
ENSEGOT00005001310.1	BMF
ENSEGOT00005001311.1	BMF
ENSEGOT00005001312.1	LOC100224284
ENSEGOT00005001317.1	TOP1MT
ENSEGOT00005001318.1	TOP1MT
ENSEGOT00005001321.1	RHPN1
ENSEGOT00005001322.1	MAFA
ENSEGOT00005001323.1	ZC3H3
ENSEGOT00005001325.1	EPB41L2
ENSEGOT00005001326.1	EPB41L2
ENSEGOT00005001327.1	EPB41L2
ENSEGOT00005001331.1	EPB41L2
ENSEGOT00005001333.1	EPB41L2
ENSEGOT00005001337.1	EPB41L2
ENSEGOT00005001357.1	GPHN
ENSEGOT00005001358.1	GPHN
ENSEGOT00005001359.1	GPHN
ENSEGOT00005001360.1	GPHN
ENSEGOT00005001362.1	GPHN
ENSEGOT00005001364.1	GPHN
ENSEGOT00005001365.1	GPHN
ENSEGOT00005001332.1	LOC115494026
ENSEGOT00005001336.1	EEF1D
ENSEGOT00005001339.1	TIGD5
ENSEGOT00005001340.1	LOC100190711
ENSEGOT00005001341.1	GFUS
ENSEGOT00005001342.1	XKR5
ENSEGOT00005001344.1	TRAM2
ENSEGOT00005001345.1	TRAM2
ENSEGOT00005001348.1	EFHC1
ENSEGOT00005001349.1	EFHC1
ENSEGOT00005001346.1	AKAP7
ENSEGOT00005001347.1	AKAP7
ENSEGOT00005001350.1	PAQR8
ENSEGOT00005001351.1	MCM3
ENSEGOT00005001352.1	MSH5
ENSEGOT00005001361.1	PKHD1
ENSEGOT00005001366.1	PALS1
ENSEGOT00005001367.1	ATP6V1D
ENSEGOT00005001368.1	TFAP2B
ENSEGOT00005001369.1	TFAP2B
ENSEGOT00005001370.1	EIF2S1
ENSEGOT00005001371.1	PLEK2
ENSEGOT00005001372.1	TFAP2D
ENSEGOT00005001373.1	ZFYVE26
ENSEGOT00005001374.1	CRISP2
ENSEGOT00005001375.1	LOC115494701
ENSEGOT00005001376.1	RHAG
ENSEGOT00005001377.1	RDH11
ENSEGOT00005001378.1	VTI1B
ENSEGOT00005001433.1	MED23
ENSEGOT00005001436.1	MED23
ENSEGOT00005001379.1	ARG2
ENSEGOT00005001380.1	PIGH
ENSEGOT00005001381.1	LOC100224630
ENSEGOT00005001383.1	LOC100224630
ENSEGOT00005001385.1	LOC100224630
ENSEGOT00005001382.1	PLEKHH1
ENSEGOT00005001386.1	TMEM229B
ENSEGOT00005001387.1	CENPQ
ENSEGOT00005001388.1	RAD51B
ENSEGOT00005001389.1	RAD51B
ENSEGOT00005001390.1	MMUT
ENSEGOT00005001392.1	MMUT
ENSEGOT00005001393.1	ZFP36L1
ENSEGOT00005001394.1	LOC100220017
ENSEGOT00005001397.1	LOC105759121
ENSEGOT00005001398.1	CDC5L
ENSEGOT00005001399.1	ACTN1
ENSEGOT00005001400.1	ACTN1
ENSEGOT00005001401.1	ACTN1
ENSEGOT00005001402.1	ACTN1
ENSEGOT00005001403.1	SUPT3H
ENSEGOT00005001404.1	SUPT3H
ENSEGOT00005001405.1	DCAF5
ENSEGOT00005001407.1	RUNX2
ENSEGOT00005001409.1	RUNX2
ENSEGOT00005001408.1	EXD2
ENSEGOT00005001411.1	GALNT16
ENSEGOT00005001412.1	ERH
ENSEGOT00005001413.1	CLIC5
ENSEGOT00005001414.1	SLC39A9
ENSEGOT00005001416.1	ENPP4
ENSEGOT00005001417.1	ENPP5
ENSEGOT00005001419.1	PLEKHD1
ENSEGOT00005001418.1	ENPP5
ENSEGOT00005001420.1	CYP39A1
ENSEGOT00005001422.1	CYP39A1
ENSEGOT00005001423.1	SUSD6
ENSEGOT00005001424.1	SLC25A27
ENSEGOT00005001425.1	SRSF5
ENSEGOT00005001426.1	SRSF5
ENSEGOT00005001427.1	SLC10A1
ENSEGOT00005001428.1	SMOC1
ENSEGOT00005001429.1	SMOC1
ENSEGOT00005001430.1	SLC8A3
ENSEGOT00005001431.1	SLC8A3
ENSEGOT00005001435.1	TDRD6
ENSEGOT00005001439.1	TDRD6
ENSEGOT00005001441.1	TDRD6
ENSEGOT00005001442.1	TDRD6
ENSEGOT00005001445.1	TDRD6
ENSEGOT00005001447.1	TDRD6
ENSEGOT00005001432.1	COX16
ENSEGOT00005001434.1	LOC100221884
ENSEGOT00005001437.1	SYNJ2BP
ENSEGOT00005001438.1	ADAM20
ENSEGOT00005001440.1	MED6
ENSEGOT00005001443.1	TTC9
ENSEGOT00005001444.1	TTC9
ENSEGOT00005001446.1	MAP3K9
ENSEGOT00005001448.1	PLA2G7
ENSEGOT00005001449.1	IMP3
ENSEGOT00005001450.1	ANKRD66
ENSEGOT00005001452.1	ADGRF5
ENSEGOT00005001459.1	PCNX1
ENSEGOT00005001461.1	PCNX1
ENSEGOT00005001463.1	PCNX1
ENSEGOT00005001453.1	TNFRSF21
ENSEGOT00005001454.1	TNFRSF21
ENSEGOT00005001455.1	TNFRSF21
ENSEGOT00005001456.1	CD2AP
ENSEGOT00005001457.1	CD2AP
ENSEGOT00005001458.1	ADGRF4
ENSEGOT00005001460.1	OPN5
ENSEGOT00005001462.1	PTCHD4
ENSEGOT00005001464.1	EVA1A
ENSEGOT00005001465.1	EVA1A
ENSEGOT00005001466.1	SIPA1L1
ENSEGOT00005001468.1	SIPA1L1
ENSEGOT00005001469.1	SIPA1L1
ENSEGOT00005001467.1	MRPL19
ENSEGOT00005001470.1	GCFC2
ENSEGOT00005001472.1	ITSN2
ENSEGOT00005001473.1	RGS6
ENSEGOT00005001474.1	RGS6
ENSEGOT00005001475.1	RGS6
ENSEGOT00005001476.1	RGS6
ENSEGOT00005001477.1	FAM228B
ENSEGOT00005001478.1	TP53I3
ENSEGOT00005001479.1	SF3B6
ENSEGOT00005001480.1	FKBP1B
ENSEGOT00005001481.1	DPF3
ENSEGOT00005001483.1	DPF3
ENSEGOT00005001484.1	DPF3
ENSEGOT00005001486.1	DPF3
ENSEGOT00005001487.1	DPF3
ENSEGOT00005001482.1	WDCP
ENSEGOT00005001485.1	WDCP
ENSEGOT00005001488.1	MFSD2B
ENSEGOT00005001490.1	UBXN2A
ENSEGOT00005001491.1	ZFYVE1
ENSEGOT00005001492.1	ZFYVE1
ENSEGOT00005001493.1	RBM25
ENSEGOT00005001494.1	RBM25
ENSEGOT00005001495.1	ATAD2B
ENSEGOT00005001498.1	ATAD2B
ENSEGOT00005001500.1	ATAD2B
ENSEGOT00005001496.1	PSEN1
ENSEGOT00005001497.1	PSEN1
ENSEGOT00005001499.1	PAPLN
ENSEGOT00005001501.1	PAPLN
ENSEGOT00005001502.1	NUMB
ENSEGOT00005001503.1	RIOX1
ENSEGOT00005001505.1	LOC100224870
ENSEGOT00005001506.1	KLHL29
ENSEGOT00005001507.1	KLHL29
ENSEGOT00005001508.1	LOC100220974
ENSEGOT00005001509.1	LOC100220974
ENSEGOT00005001510.1	TDRD6
ENSEGOT00005001512.1	MIDEAS
ENSEGOT00005001514.1	APOB
ENSEGOT00005001515.1	LDAH
ENSEGOT00005001516.1	GDF7
ENSEGOT00005001520.1	TMEM62
ENSEGOT00005001521.1	TMEM62
ENSEGOT00005001522.1	TMEM62
ENSEGOT00005001523.1	TMEM62
ENSEGOT00005001524.1	TMEM62
ENSEGOT00005001517.1	HS1BP3
ENSEGOT00005001518.1	HS1BP3
ENSEGOT00005001519.1	RHOB
ENSEGOT00005001525.1	LOC100225592
ENSEGOT00005001526.1	LOC100225592
ENSEGOT00005001528.1	UBR1
ENSEGOT00005001529.1	PUM2
ENSEGOT00005001530.1	PUM2
ENSEGOT00005001531.1	LOC100222897
ENSEGOT00005001533.1	TTBK2
ENSEGOT00005001534.1	TTBK2
ENSEGOT00005001535.1	SDC1
ENSEGOT00005001536.1	SDC1
ENSEGOT00005001540.1	CDAN1
ENSEGOT00005001541.1	LOC105759117
ENSEGOT00005001542.1	LOC105759117
ENSEGOT00005001546.1	MATN3
ENSEGOT00005001547.1	MATN3
ENSEGOT00005001548.1	MATN3
ENSEGOT00005001550.1	MATN3
ENSEGOT00005001554.1	LRRC57
ENSEGOT00005001556.1	WDR35
ENSEGOT00005001558.1	WDR35
ENSEGOT00005001555.1	SNAP23
ENSEGOT00005001559.1	TTC32
ENSEGOT00005001560.1	OSR1
ENSEGOT00005001565.1	NT5C1B
ENSEGOT00005001566.1	RDH14
ENSEGOT00005001567.1	KCNS3
ENSEGOT00005001574.1	CAPN3
ENSEGOT00005001575.1	CAPN3
ENSEGOT00005001576.1	CAPN3
ENSEGOT00005001568.1	MSGN1
ENSEGOT00005001569.1	GEN1
ENSEGOT00005001605.1	ENPP3
ENSEGOT00005001614.1	ENPP3
ENSEGOT00005001619.1	ENPP3
ENSEGOT00005001620.1	ENPP3
ENSEGOT00005001640.1	ENPP3
ENSEGOT00005001643.1	ENPP3
ENSEGOT00005001644.1	ENPP3
ENSEGOT00005001645.1	ENPP3
ENSEGOT00005001660.1	ENPP3
ENSEGOT00005001669.1	ENPP3
ENSEGOT00005001570.1	SMC6
ENSEGOT00005001571.1	VSNL1
ENSEGOT00005001572.1	RAD51AP2
ENSEGOT00005001577.1	CYRIA
ENSEGOT00005001579.1	CYRIA
ENSEGOT00005001578.1	GANC
ENSEGOT00005001581.1	TMEM87A
ENSEGOT00005001582.1	MYCN
ENSEGOT00005001583.1	VPS39
ENSEGOT00005001584.1	DDX1
ENSEGOT00005001585.1	PLA2G4F
ENSEGOT00005001587.1	NBAS
ENSEGOT00005001590.1	LRATD1
ENSEGOT00005001591.1	LOC100224874
ENSEGOT00005001592.1	TRIB2
ENSEGOT00005001595.1	LPIN1
ENSEGOT00005001597.1	LPIN1
ENSEGOT00005001604.1	GREB1
ENSEGOT00005001606.1	GREB1
ENSEGOT00005001602.1	EHD4
ENSEGOT00005001603.1	SPTBN5
ENSEGOT00005001608.1	E2F2
ENSEGOT00005001609.1	E2F2
ENSEGOT00005001611.1	LOC101233080
ENSEGOT00005001612.1	ROCK2
ENSEGOT00005001616.1	JMJD7
ENSEGOT00005001617.1	JMJD7
ENSEGOT00005001615.1	SLC66A3
ENSEGOT00005001618.1	KCNB1
ENSEGOT00005001621.1	MAPKBP1
ENSEGOT00005001622.1	PDIA6
ENSEGOT00005001623.1	ATP6V1C2
ENSEGOT00005001625.1	ATP6V1C2
ENSEGOT00005001624.1	MGA
ENSEGOT00005001626.1	MGA
ENSEGOT00005001628.1	NOL10
ENSEGOT00005001629.1	TYRO3
ENSEGOT00005001631.1	TYRO3
ENSEGOT00005001632.1	TYRO3
ENSEGOT00005001630.1	ODC1
ENSEGOT00005001633.1	HPCAL1
ENSEGOT00005001636.1	LOC100227695
ENSEGOT00005001637.1	RRM2
ENSEGOT00005001638.1	RPAP1
ENSEGOT00005001641.1	RPAP1
ENSEGOT00005001642.1	KLF11
ENSEGOT00005001646.1	LTK
ENSEGOT00005001647.1	GRHL1
ENSEGOT00005001649.1	GRHL1
ENSEGOT00005001648.1	ITPKA
ENSEGOT00005001653.1	TAF1B
ENSEGOT00005001655.1	TAF1B
ENSEGOT00005001652.1	RTF1
ENSEGOT00005001654.1	NDUFAF1
ENSEGOT00005001656.1	NUSAP1
ENSEGOT00005001659.1	YWHAQ
ENSEGOT00005001661.1	YWHAQ
ENSEGOT00005001662.1	CHP1
ENSEGOT00005001664.1	CHP1
ENSEGOT00005001666.1	CHP1
ENSEGOT00005001667.1	ADAM17
ENSEGOT00005001668.1	INO80
ENSEGOT00005001670.1	IAH1
ENSEGOT00005001671.1	CHAC1
ENSEGOT00005001672.1	CHAC1
ENSEGOT00005001673.1	DLL4
ENSEGOT00005001674.1	CPSF3
ENSEGOT00005001676.1	CPSF3
ENSEGOT00005001675.1	VPS18
ENSEGOT00005001677.1	RHOV
ENSEGOT00005001678.1	SPINT1
ENSEGOT00005001679.1	ITGB1BP1
ENSEGOT00005001680.1	PPP1R14D
ENSEGOT00005001681.1	ZFYVE19
ENSEGOT00005001682.1	ZFYVE19
ENSEGOT00005001683.1	ASAP2
ENSEGOT00005001684.1	ASAP2
ENSEGOT00005001688.1	ENPP1
ENSEGOT00005001687.1	LOC115495502
ENSEGOT00005001689.1	CHST1
ENSEGOT00005001690.1	SLC35C1
ENSEGOT00005001691.1	CRY2
ENSEGOT00005001692.1	MBOAT2
ENSEGOT00005001693.1	MBOAT2
ENSEGOT00005001694.1	MAPK8IP1
ENSEGOT00005001695.1	PEX16
ENSEGOT00005001696.1	LARGE2
ENSEGOT00005001697.1	KIDINS220
ENSEGOT00005001698.1	KIDINS220
ENSEGOT00005001699.1	PHF21A
